,position,company_name,rating,location,date_listed,salary
776,Business Analyst Connectivity/IoT,Progress HR,,Antwerpen (stad),Meer dan 30 dagen geleden,
777,Marketing Data Analist,Target Recruitment,"4,8",Oost-Vlaanderen,Meer dan 30 dagen geleden,
778,Job | Analist Cost of Claims | Brussel,Belfius,"3,6",Brussel,Meer dan 30 dagen geleden,
779,Corporate Performance Management Consultant,Deloitte,"4,0",Zaventem,17 dagen geleden,
780,Stage : étudiant·e en ingénieur·e de gestion ou sciences éco...,Oxfam-Magasins du monde,"4,3",Waver,Meer dan 30 dagen geleden,
781,BI Business Analyst,Target Recruitment,"4,8",Antwerpen (stad),Meer dan 30 dagen geleden,
782,Développeur et Coordinateur de projets,Actito,,Louvain-la-Neuve,Meer dan 30 dagen geleden,
783,FREELANCE DATA ARCHITECT / Ms Azure,Eyetech Solutions,"4,8",Gent,Meer dan 30 dagen geleden,€550 - €650 per week
784,ICT BUSINESS ANALYST,Argon Selectie,,Roeselare,Meer dan 30 dagen geleden,
785,Technisch architect (DWSE) via Vlaanderen connect.,Vlaanderen Connect.,,Brussel,Meer dan 30 dagen geleden,
786,Experienced SAP Developer (H/F),Dhr. Tomas Castro,,Gent,Meer dan 30 dagen geleden,
787,Data Engineer,Target Recruitment,"4,8",Oost-Vlaanderen,Meer dan 30 dagen geleden,
788,SUPPLY CHAIN BUSINESS ANALIST,Fuse Engineering,"4,5",Gent,Meer dan 30 dagen geleden,€600 per week
789,Business / Functional Analyst,Sparagus,,Brussel,Meer dan 30 dagen geleden,
790,Business Intelligence Analyst,Connect People Sprl,,Baudour,Meer dan 30 dagen geleden,
791,Senior Functional Analyst,Brainbridge,"5,0",Brussel,6 dagen geleden,
792,Project Manager Transport Operations Dienst Projects & Proce...,NMBS,"3,6",Brussel,Meer dan 30 dagen geleden,
793,Beheerder voorraadfinanciering /Gestionnaire financement sto...,Opel Vauxhall Finance,,Kontich,Meer dan 30 dagen geleden,
794,BI Consultant Cognos,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
795,BI Consultant,Applisquare,,Antwerpen (stad),Meer dan 30 dagen geleden,
801,Docent Data-Analist,Syntra West,,Brugge,Meer dan 30 dagen geleden,
802,Clinical Quality Risk Management Analyst (H/F),Mevr. Magdalena Leemans,,Leuven,Meer dan 30 dagen geleden,
803,Technical Analyst Informatica Powercenter,Connect People Sprl,,Brussel,Meer dan 30 dagen geleden,
804,Software Engineer Standard Solutions (H/F),Laurence Brems,,Wommelgem,Meer dan 30 dagen geleden,
805,Functional Analyst - Metering&Billing,Sparagus,,Brussel,Meer dan 30 dagen geleden,
806,MEDIOR BUSINESS INTELLIGENCE ANALYST - Secteur Pharma,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
807,Infrastructure designer,Harvey Nash,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
808,Business analyst - Antwerpen - vaste job,Randstad,"3,7",Antwerpen (stad),Meer dan 30 dagen geleden,
809,Customer Database Analyst NL-FR,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
810,Data Analist,AFFIN-IT,"5,0",Brussel,Meer dan 30 dagen geleden,
811,Category Insights Analyst M/V,Adecco,"3,8",Erpe-Mere,Meer dan 30 dagen geleden,
812,BI Functional Analyst - 1 year contract - Brussels,Visser van Baars Belgium,,Brussel,Meer dan 30 dagen geleden,
813,iOS developer,TiTANS,,Brussel,Meer dan 30 dagen geleden,
814,Senior Reporting Analyst,Wolters Kluwer,"3,6",Mechelen,Meer dan 30 dagen geleden,
815,Credit Analist (m/v) te Kortrijk,Van Marcke,"3,8",Kortrijk,Meer dan 30 dagen geleden,
816,BUSINESS INTELLIGENCE CONSULTANT - Intensive Trainings,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
817,Functional Analyst,Visser van Baars Belgium,,Antwerpen (stad),Meer dan 30 dagen geleden,
818,FREELANCE DATA ARCHITECT | data management + big data,Eyetech Solutions,"4,8",Brussel,24 dagen geleden,
819,Senior Performance Marketeer,Tadaaz,,Brugge,27 dagen geleden,
820,BI analyst-developer voor vooruitstrevend bedrijf,vind!,,Oostkamp,Meer dan 30 dagen geleden,
821,Strategic Account Manager - Construction & Engineering,Salesforce,,Zaventem,28 dagen geleden,
822,FUNCTIONAL ANALYST,Cream,,Bruxelles Ixelles,Meer dan 30 dagen geleden,
823,Software Developer Analyst,EGOV Select,,Evere,Meer dan 30 dagen geleden,
824,Project manager / Team lead OTC,Barry Callebaut,"3,5",Lebbeke,Meer dan 30 dagen geleden,
825,Solution Architect: One of our most strategic hires of 2019...,careers@skedify.co,,Gent,Meer dan 30 dagen geleden,
826,FUNCTIONEEL ANALIST,AT Recruitment,,Antwerpen (stad),4 dagen geleden,
827,Business Performance Analyst/Manager !,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
828,Business Analyst-E- commerce and digital,Sparagus,,Brussel,Meer dan 30 dagen geleden,
829,Medior/Senior Functioneel Consultant – D365 (Kontich of Gent...,Infront,,Kontich,Meer dan 30 dagen geleden,
830,.NET-developer,Intracto,,Mechelen,Meer dan 30 dagen geleden,
831,Senior BI Analyst in region North Antwerp,Robert Half Belgium,"3,9",Antwerpen (stad),Meer dan 30 dagen geleden,
832,Microsoft BI Analyst,Visser van Baars Belgium,,Oost-Vlaanderen,Meer dan 30 dagen geleden,
833,Financial Risk Analyst (m/v),Actief Interim,"3,8",Etterbeek,27 dagen geleden,
834,Digital Strategist,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
835,Security Operations Center (SOC) Senior Incident Response An...,MasterCard,"4,1",Waterloo,Meer dan 30 dagen geleden,
836,Finance Analyst,Job Facto,,West-Vlaanderen,Meer dan 30 dagen geleden,
837,Advisor Functional Analyst,Smals,"3,6",Brussel,Meer dan 30 dagen geleden,
838,BI Analyst,Visser van Baars Belgium,,West-Vlaanderen,Meer dan 30 dagen geleden,
839,Digital Health Fullstack Web Developer (m/w) M/W/X (H/F),MOVEUP CVBA,,Brussel,Meer dan 30 dagen geleden,
840,Application Architect Designer,Unisys,"3,7",Brussel,Meer dan 30 dagen geleden,
841,Freelance Business Analyst SAP MII,Humanistix,,Aalst,Meer dan 30 dagen geleden,
842,Finance Compliance Partner,BD,"3,8",Erembodegem,Meer dan 30 dagen geleden,
843,Business Analyst Connectivity,Progress HR,,Antwerpen (stad),Meer dan 30 dagen geleden,
844,BI Consultant Informatica,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
845,BI Analyst,Visser & Van Baars,,West-Vlaanderen,Meer dan 30 dagen geleden,
846,Functional Analyst,EGOV Select,,Brussel,Meer dan 30 dagen geleden,
847,Directeur informatique (m/f),Tempo-Team,"3,7",Wielsbeke,Meer dan 30 dagen geleden,
848,TECHNOLOGY CONSULTANT - Qlik Technology,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
849,it business analyst,Forum Jobs,"4,0",Oostrozebeke,Meer dan 30 dagen geleden,
850,Planisware Analyst & Developer,Modis,"3,6",Waver,Meer dan 30 dagen geleden,
