,position,company_name,rating,location,date_listed,salary
195,Data Analyst,State Employees Credit Union,3.9,"Santa Fe, NM",1 day ago,"$38,772 - $58,158 a year"
197,Health Data Analyst,Crossix Solutions,3.5,"New York, NY 10018 (Garment District area)",30+ days ago,
199,Data Analyst,HOLE Group,,"Houston, TX",30+ days ago,
200,Data Analyst - IntelliScript,Milliman,,"Brookfield, WI 53005",2 days ago,
201,Data Analyst (Regular Full-time),Electronic Arts,,"Orlando, FL 32810",30+ days ago,
202,Data Systems Analyst,University of California San Francisco,,"San Francisco, CA 94143 (Haight-Ashbury area)",13 days ago,
203,Consultant Data Analyst (GCP),DMI,,"Detroit, MI 48226 (Downtown area)",2 days ago,
204,Data Analyst,Long Term Stock Exchange (LTSE),,"New York, NY",30+ days ago,
205,Data Analyst,Zynga,,"Austin, TX",18 days ago,
206,Healthcare Data Analyst - Remote,SemanticBits LLC,,"Herndon, VA 20171",30+ days ago,
207,Data Science Analyst,GNY Insurance Companies,,"New York, NY 10016 (Murray Hill area)",10 days ago,
209,Business Analyst,Grant Street Group,,,19 days ago,
210,Data Programmer/Analyst,Arizona State University,,"Phoenix, AZ",9 days ago,"$70,000 - $75,000 a year"
211,Data Analyst,Omni Federal,,"Fairfax, VA",30+ days ago,
212,Data Analyst,UST Global,,"Chicago, IL",4 days ago,
213,Business Analyst - Strategy Analytics,"Bainbridge, Inc.",,,16 days ago,
215,Data and Analytics Internship - Fall 2020,FC Tulsa,,"Tulsa, OK",5 days ago,
216,Full-Time Data Analyst - Statewide,Chester County Intermediate Unit,,"Downingtown, PA 19335",30+ days ago,"$91,353 - $114,192 a year"
218,"Health Data Analyst I, II or III",Utah Retirement Systems,,"Salt Lake City, UT 84102 (Central City area)",4 days ago,
220,Data Visualization Analyst,Stericycle,,"Bannockburn, IL 60015",13 days ago,
221,Sr. Data Analyst,Frame.io,,"New York, NY",5 days ago,
224,Data Analyst Co-Op,Universal Instruments Corporation,,"Conklin, NY 13748",5 days ago,
225,Data Analyst,Cubic Corporation,,"Chicago, IL",13 days ago,
226,Data Analyst,Columbia University,,"New York, NY",7 days ago,
227,Junior Data Analyst,Atlanta Public Schools,,"Atlanta, GA 30303 (Downtown area)",11 days ago,$20 an hour
228,Data Analyst III/Investigative Assistant,MVM,,"San Juan, PR",9 days ago,
229,Data Analyst,WellSky,,"Overland Park, KS",6 days ago,
230,"Data Analyst, Education Policy Studies",American Enterprise Institute,,"Washington, DC 20036 (Dupont Circle area)",30+ days ago,
231,Data Analyst,id Software,,"Dallas, TX",30+ days ago,
232,Data Analyst,RiVi Consulting Group,,"Hartford, CT",18 days ago,
233,Data Analyst,Pacific Life,,"Aliso Viejo, CA 92656",19 days ago,
234,"Analyst, Data Analytics Engineer",Travelers,,"Hartford, CT",6 days ago,
235,Business Data Analyst (US-N) - 7650 - Lockbourne OH NCRC (Lo...,DHL,,"Lockbourne, OH 43137",4 days ago,
237,Data Management Analyst I,University of Oklahoma,,"Oklahoma City, OK",2 days ago,"Up to $57,000 a year"
238,Power Markets Data Analyst,ICF,,"Fairfax, VA 22031",3 days ago,
239,Data Science Intern,Vibrent Health,,"Fairfax, VA",3 days ago,
241,Data Migration Analyst,Q2ebanking,,"Austin, TX 78729",12 days ago,
242,Data Scientist/Data Analyst,Net Pay Advance Inc,,"Wichita, KS 67212",30+ days ago,
244,Data Analyst - Healthcare Analytics,General Health System (Baton Rouge General Med. Ct...,,"Baton Rouge, LA 70809",17 days ago,
245,Data Analyst I,"National Healthcare Solutions, Inc.",,"Dallas, TX 75206 (M Streets area)",30+ days ago,$25 - $30 an hour
246,Data and Tableau Analyst,State of North Carolina,,"Wake County, NC",3 days ago,"$64,519 - $93,346 a year"
247,Data Analyst - Visualization Analytics using Tableau,DXC,,Wisconsin,10 days ago,
250,Quantitative Data Analyst,Cogo Labs,,"Cambridge, MA",30+ days ago,
251,ColdFusion Development Data Analyst -Remote,ClientSolv Technologies,,"Greenwood Village, CO",16 days ago,
252,Data Analytics Analyst,Banner Engineering Corporation,,"Plymouth, MN 55441",30+ days ago,
253,Disney: Data Analyst,silicon tech solutions,,"Los Angeles, CA",30+ days ago,
254,Data Analyst,OpenSquare,,"Seattle, WA 98108 (Georgetown area)",13 days ago,
256,BHQN Data Analyst,Baptist Health Quality Network,,"Coral Gables, FL",6 days ago,
257,Healthcare Data Analyst I,Inland Empire Health Plans,,"Rancho Cucamonga, CA 91730",7 days ago,"$69,284 - $88,358 a year"
258,Spclst Data Analyst,Northwell Health,,"Manhasset, NY 11030",30+ days ago,
260,Senior Data Analyst,Amway Inc.,,"Ada, MI",10 days ago,
261,"Associate Analyst, Data Analytics",CMI/Compas,,"New York, NY",30+ days ago,
264,Data Analyst,Northwestern Medicine,,"Warrenville, IL",30+ days ago,
265,Data Analyst,TUFTS University,,"Boston, MA 02111 (Chinatown area)",9 days ago,
266,"Cybersecurity Data Analyst - Washington, DC","K2Share, LLC",,,11 days ago,
267,Business Analyst Internship (2020),"Bainbridge, Inc.",,,16 days ago,
269,Remote ColdFusion Development Data Analyst,ClientSolv Technologies,,"Greenwood Village, CO",16 days ago,
271,Data Analyst,Dot818,,United States,30+ days ago,
272,Data Analyst,New York University,,"New York, NY 10012 (Greenwich Village area)",30+ days ago,
273,Data Analyst,Zozimus,,"Boston, MA 02114 (North End area)",30+ days ago,
274,Data Analyst,Cengage Learning,,"Boston, MA 02210 (South Boston area)",30+ days ago,
275,Data Analyst,ICF,,"Harrisburg, PA",2 days ago,
277,HEALTHCARE QUALITY DATA ANALYST (Quality/Clinical Outcome -...,Iredell Memorial Hospital Incorporated,,"Statesville, NC 28677",2 days ago,
279,Data Visualization Analyst,Ocean Spray,,"Lakeville, MA",30+ days ago,
280,"Analyst, Data & Design (226 Days)",Dallas Independent School District,,"Dallas, TX",30+ days ago,"$75,278 a year"
281,Data Analyst,Systems Plus,,"Washington, DC",30+ days ago,
283,RareMed SQL Data Analyst,Pantherx Specialty Llc,,"Carnegie, PA 15106",3 days ago,
284,Health Policy Data Analyst I,Logistics Management Institute,,"Tysons, VA",18 days ago,
285,Analyst - Data Intelligence (US),Avantor,,"Radnor, PA",19 days ago,
287,Sr Data Analyst,Crown Castle,,United States,10 days ago,
288,Data Analyst,Axiologic Solutions,,Colorado,30+ days ago,
289,Data Analyst,"COLLABORAIT, INC",,"Falls Church, VA 22046",30+ days ago,
290,Sr Data Analyst,FM Global,,"Johnston, RI 02919",18 days ago,
291,Contingent Data Analyst,First Republic Bank,,"San Francisco, CA 94111 (Financial District area)",2 days ago,
292,Senior Health Center Data Analyst,Relevant Healthcare Technologies,,"New York, NY 10007 (Tribeca area)",30+ days ago,
293,Clinical Data Analysts,KVRA Tech Inc,,"Piscataway, NJ 08854",4 days ago,
294,Data Center Analyst,Unisys,,"Middletown, CT",30+ days ago,
295,Data Analyst,Operational Services Division,,"Boston, MA 02108 (Beacon Hill area)",30+ days ago,"$58,391 - $83,592 a year"
296,Research Analyst (Data Science),APCO Worldwide,,"New York, NY",16 days ago,
297,Data Analyst II,Cenlar FSB,,"Ewing, NJ",3 days ago,
299,Research Data Analyst,Johns Hopkins University,,"Baltimore, MD 21218 (Johns Hopkins Homewood area)",2 days ago,"$45,195 - $62,225 a year"
316,Business Analyst II - Remote,Magellan Health,3.5,United States Minor Outlying Islands,3 days ago,
317,Data Analyst,Cecil College,3.9,"North East, MD 21901",19 days ago,
318,"Data Analyst, Pipeline Integrity Data Engineering",TC Energy,4.0,"Houston, TX 77002 (Downtown area)",3 days ago,
323,BUSINESS ANALYST,Bangura Solutions,,,4 days ago,
328,Data Analyst,Incentrik,,"Baton Rouge, LA 70810 (Highland-Perkins area)",30+ days ago,
331,Data Import Analyst,LeadsOnline LLC,,"Plano, TX",30+ days ago,
333,Data Analyst,ID.me,4.5,"McLean, VA 22102",30+ days ago,
334,Sr. Business Analyst,"PSG Support Services, LLC",,,4 days ago,
335,Data Platforms Internship (Summer 2020),Tesla,3.5,"Palo Alto, CA",30+ days ago,
342,"Sr Analyst, Data",Molina Healthcare,3.3,"Long Beach, CA",23 days ago,
343,Analyst - Data Intelligence (US),Avantor,3.1,"Radnor, PA",19 days ago,
345,Data Research Analyst Senior,University of Kentucky,4.2,"Frankfort, KY",10 days ago,"$54,142 - $89,315 a year"
347,Applied Industrial Statistics Data Analyst,FasTrak Network Corporation,,"Boonville, NY",30+ days ago,
349,"Recovery Data Analyst, Sr - TPA Idlewild",WellCare,3.5,"Tampa, FL 33634",3 days ago,
365,Data Analyst I,kiranam technologies,,"Knoxville, TN",30+ days ago,
366,Data Analyst,Wayne Metropolitan Community Action Agency,3.9,"Detroit, MI 48202 (New Center area)",11 days ago,
367,Business Data Analyst/IT Faculty,Anoka Technical College,4.8,"Anoka, MN 55303",Today,
368,Investigative Analyst,New York District Attorney's Office,4.4,"New York, NY",18 days ago,"$48,909 a year"
369,Strategic Data Insight Analyst,Mutual Benefit Group,4.0,"Huntingdon, PA 16652",30+ days ago,
370,Data Analyst (Contract),Epic Games,3.7,"Cary, NC",30+ days ago,
371,Data Analyst,Cyber Chasse,,United States,30+ days ago,
372,Data Analyst,Stony Brook Medicine,3.9,"Stony Brook, NY 11790",4 days ago,
373,"Business Data Analyst, Qlik Sense",Tripoint Solutions,,"Huntsville, AL 35806",3 days ago,
374,Data Analyst II - Database Developer - WILD,Utah State University,4.3,"Logan, UT 84322 (Hillcrest area)",12 days ago,
375,"Index Data Analyst, DataGX, Global Exchange, Officer",State Street,3.5,"Boston, MA",30+ days ago,
376,Data Analyst 1,UM Rehabilitation & Orthopaedic Institute,,"Baltimore, MD 21207 (Dickeyville area)",21 days ago,
378,Data Analyst,Central Health,4.1,"Austin, TX 78741 (Parker Lane area)",27 days ago,
379,Business Intelligence Marketing Data Analyst,The Motley Fool,4.2,"Alexandria, VA 22314 (Eisenhower East area)",6 days ago,
380,Data Scientist/Analyst,Oshkosh Corporation,3.6,"Oshkosh, WI 54902",30+ days ago,
381,Principal Data Analyst,FM Global,4.0,"Johnston, RI 02919",30+ days ago,
382,Healthcare Data Analyst,PSA Financial Advisors,,United States,30+ days ago,
383,Data Analyst-HEDIS & Star,SCAN Group,,"Long Beach, CA",9 days ago,
384,Data Quality Analyst 1,Choctaw Nation,4.0,"Durant, OK",18 days ago,
386,Data Analyst,WOW Logistics,3.4,"Neenah, WI 54956",30+ days ago,
388,"Senior Data Analytics Analyst, Global Internal Audit & Assur...",Bristol-Myers Squibb,4.2,"Princeton, NJ 08540",5 days ago,
392,Data Analyst,Hampton University,3.7,"Hampton, VA",30+ days ago,
393,Data Analyst,Aircraft Owners and Pilots Association,4.0,"Frederick, MD 21701",30+ days ago,
394,CRM Data Analyst,Adidas,4.0,"Boston, MA 02116 (Back Bay area)",30+ days ago,
395,Data Analyst,Chicago Public Schools,3.8,"Chicago, IL",30+ days ago,
396,SR. DATA ANALYST,"Foot Locker, Inc.",3.9,"Saint Petersburg, FL 33716 (Carillon area)",19 days ago,
397,Senior Clinical Data Analyst (Home-Based) - IQVIA Biotech,IQVIA,3.8,"Morrisville, NC",11 days ago,
398,Data Analyst,Quest Analytics,3.7,"Overland Park, KS",30+ days ago,
399,Research Data Analyst 2,Penn State University,4.3,"University Park, PA",30+ days ago,
400,"Data Analyst, Student Success Program",Child Mind Institute,3.6,"New York, NY 10022 (Midtown area)",30+ days ago,
402,Data Analyst,piano.io,,"Philadelphia, PA",30+ days ago,
403,Data Management & Programming Support Analyst - CDC,TJFACT,4.4,United States,30+ days ago,
404,Data Analyst,Dixon Valve & Coupling Company,3.7,"Chestertown, MD 21620",30+ days ago,
405,Healthcare Data Analyst,CareJourney,,"Arlington, VA",30+ days ago,
406,Data and Reporting Analyst II,Magellan Health,3.5,"Glen Allen, VA 23060",30+ days ago,
407,Data Analyst - LA,BlueLabs Analytics,,"Los Angeles, CA",30+ days ago,
409,"Healthcare Data Analyst, II",Boston Children's Hospital,4.1,"Boston, MA 02115 (Mission Hill area)",19 days ago,
410,Data Analyst,NVision Solutions,4.2,"Diamondhead, MS",30+ days ago,
412,Health Data Analyst,Altarum Institute,3.5,"Washington, DC 20036 (Downtown area)",24 days ago,
413,Data Specialist,Cosential,3.5,"Austin, TX 78701 (Downtown area)",Today,
416,Manager Consumer Data Analyst,Lift361,,"Duluth, GA 30097",18 days ago,
419,Summer 2020 Intern - Business Data Analytics,GLOBALFOUNDRIES,3.3,"Essex Junction, VT",5 days ago,
420,Customer Data and Insights Analyst,Children's Miracle Network Hospitals,4.7,"Salt Lake City, UT 84101 (People's Freeway area)",30+ days ago,
423,OBIEE & Data Visualization Analyst/Developer,Larsen & Toubro Infotech Limited,3.7,"Parsippany, NJ",5 days ago,
424,Project Consulting & Data Analyst,Logic Rule,,"Seattle, WA",30+ days ago,$33.86 - $38.94 an hour
425,Data Analyst,Guidehouse,3.4,"Hill AFB, UT",2 days ago,
426,Sr Data Analyst,IQVIA,3.8,"Orchard Park, NY",4 days ago,
427,Data Analyst,Zynga,3.8,"Austin, TX",18 days ago,
429,"Senior Analyst, Data Insights & Analytics",Takeda Pharmaceuticals,3.8,"Boston, MA",5 days ago,
430,Data Analyst,Oneida ESC Group,,"West Point, NY 10996",30+ days ago,
431,Data Quality Analyst C12,CITI,3.9,"Irving, TX 75039 (Freeport/Hackberry area)",1 day ago,
432,IS Data Analyst,Gateway,3.8,"Indianapolis, IN 46204",30+ days ago,
433,Data Analyst,Frontend Arts,,"San Jose, CA",30+ days ago,
434,Business Analyst,Access Technology Solutions,2.7,,30+ days ago,
435,Canada Key Biodiversity Areas Lead Data Analyst,Wildlife Conservation Society,3.9,"Washington, DC 20001 (Swampoodle area)",16 days ago,
436,Analyst III Data,Peapod Digital Labs,3.3,"Salisbury, NC 28147",3 days ago,
437,Data Analyst - Distribution Analytics,The Home Depot,3.8,"Atlanta, GA",23 days ago,
438,Data Analyst,Horizontal,2.6,"Syracuse, NY",30+ days ago,
439,Data Analyst,Cayuga Centers,3.3,"Auburn, NY 13021",30+ days ago,
440,Jr Data Analyst,"Orbis, Inc.",3.1,"Portsmouth, VA",30+ days ago,
441,Analyst Clinical Data,Northwell Health,4.0,"Manhasset, NY 11030",30+ days ago,
442,Data Analyst,Highbrow LLC,,"Redmond, WA",30+ days ago,
443,WPM Senior Data Analyst,T. Rowe Price,3.7,"Owings Mills, MD",3 days ago,
444,Data Analyst,PharmaCord,3.6,"Louisville, KY 40205 (Highlands Douglas area)",30+ days ago,
445,Data Analyst,IronArch Technology,,"Chantilly, VA",18 days ago,
446,Data Analyst/Computer Operator,LOCKHEED MARTIN CORPORATION,4.0,"Orlando, FL 32819 (Florida Center area)",12 days ago,
447,Compliance Data Analyst I,Boston Children's Hospital,4.1,"Boston, MA 02115 (Mission Hill area)",30+ days ago,
448,Data Analyst,"Datanalytics, Inc.",,"St. Louis, MO 63102 (Near North Riverfront area)",30+ days ago,
449,JR. BUSINESS ANALYST,Global Pricing Solutions,,United States,30+ days ago,
450,Data Science Analyst,Fannie Mae,4.0,"Washington, DC 20036 (Downtown area)",30+ days ago,
451,Cybersecurity Data Analyst,BluePrint Consulting Services Group,,"Washington, DC 20005 (Logan Circle area)",30+ days ago,
452,Data Analyst,Gloo,4.0,"Boulder, CO 80302 (Mapleton Hill area)",30+ days ago,
453,Business Analyst - Remote - Glen Allen VA,Magellan Health,3.5,"Glen Allen, VA 23060",2 days ago,
454,"Sr Analyst, Data Operations",Warner Bros. Entertainment Group,4.2,"Burbank, CA",Just posted,
455,Ad Integrity Data Analyst-ATX,Bytedance,,"Austin, TX 78744 (Southeast area)",9 days ago,
456,Insights & Data Analyst,LINDT & SPRUNGLI,3.8,"Stratham, NH",30+ days ago,
457,Data Analytics Solutions Analyst - Junior,CACI,3.8,"Washington, DC 20005 (Logan Circle area)",24 days ago,
458,Data Analyst,General Dynamics Information Technology,3.8,"Annapolis Junction, MD",30+ days ago,
460,Data Analyst,Bross Group,,"Broomfield, CO",30+ days ago,
461,Firmwide Regulatory Reporting & Analysis (FRRA) - Data & Pla...,"JPMorgan Chase Bank, N.A.",3.9,"Newark, DE",2 days ago,
462,Data Analyst,Johnson & Wales University,4.2,"Providence, RI",30+ days ago,
463,Data Analyst,Rutgers University,4.2,"Newark, NJ",19 days ago,
465,Data Analyst,Amway Inc.,4.1,"Ada, MI",6 days ago,
469,Customer Experience Data Analyst,ON24,4.0,,25 days ago,
470,Data Analyst / Quantitative Data Analyst,Hopjump,,"Cambridge, MA",30+ days ago,
471,Data Analyst,Generac Power Systems,3.0,"Waukesha, WI 53189",30+ days ago,
474,Data Analyst I - Division of Infectious Disease,Mount Sinai,3.9,"New York, NY",10 days ago,
